"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Rabl2",0.0221340287356277,-0.129865467168013,0.062,0.196,1
"Ercc1",0.0221340287356277,-0.148088806861931,0.062,0.196,1
"Ptcd3",0.0221681398746955,0.161793004021912,0.138,0.02,1
"Haghl",0.0222125129653919,0.20025450077059,0.288,0.118,1
"Fam219a",0.0222276922720604,0.176310357190195,0.175,0.039,1
"Trmt10c",0.0223810134918851,-0.128097690193175,0.138,0.314,1
"Rpl18a",0.0224722845404436,-0.214048388667086,1,1,1
"Stam",0.0225225326805863,-0.174818764420225,0.088,0.235,1
"Rhpn2",0.0225280115187575,-0.178162852156162,0.188,0.373,1
"Mapk4",0.022724095916512,0.187863207224694,0.138,0.02,1
"Tmem127",0.0227513526160612,0.222357780615485,0.2,0.059,1
"Myo7b",0.0227539900295735,-0.14446976905178,0.2,0.392,1
"Taf13",0.022802926752326,-0.223967521271382,0.212,0.392,1
"Gm15200",0.0229934526790306,0.473394695035673,0.288,0.137,1
"Rps5",0.0230355070457953,-0.256059842158175,1,1,1
"Pdcd2",0.0230694060241304,-0.170728178488987,0.225,0.431,1
"Alkbh8",0.0231478920695682,-0.119001023469575,0.062,0.196,1
"Immp2l",0.0231668518313665,0.235481221752658,0.362,0.176,1
"Fam173a",0.02320928626385,0.249903046293908,0.738,0.627,1
"Hexb",0.0232782045219907,0.344146812434859,0.625,0.49,1
"Lama4",0.0232921278139351,0.211006388380703,0.138,0.02,1
"Bri3bp",0.0234211526888457,-0.175475096442346,0.225,0.431,1
"Ptpa",0.0234496674658858,0.246995632821834,0.45,0.275,1
"Sptlc1",0.0235861103982577,-0.161002641316565,0.138,0.314,1
"Rps6",0.0236107616356206,-0.18198405607001,1,1,1
"Mrpl46",0.0237824084336706,-0.188504026917187,0.3,0.51,1
"Cpsf6",0.0238039586647663,-0.152411792580517,0.288,0.51,1
"Trappc6a",0.0238501289605588,-0.190628633613755,0.55,0.784,1
"Zbtb8a",0.0238611092027464,-0.112966804333189,0.075,0.216,1
"Gpbp1l1",0.0241192375027445,-0.184559849015101,0.3,0.51,1
"X2310033P09Rik",0.0242254708634328,0.236726223483059,0.35,0.157,1
"Commd10",0.0243681455410514,-0.151787289287528,0.075,0.216,1
